0	4970
1	3640
2	4971
3	2306
4	3638
5	4969
6	2305
7	3639
8	2304
9	2303
10	2301
11	2300
12	3630
13	4961
14	3631
15	4962
16	4963
17	3633
18	4964
19	3634
20	4965
21	2309
22	3635
23	2308
24	3636
25	4967
26	2307
27	3637
28	4968
29	4980
30	3650
31	4981
32	3651
33	4982
34	0
35	2317
36	3649
37	1
38	2316
39	2
40	2315
41	3
42	2314
43	4
44	2313
45	5
46	2312
47	6
48	2311
49	7
50	2310
51	8
52	4972
53	9
54	3642
55	4973
56	3643
57	4974
58	3644
59	4975
60	3645
61	4976
62	3646
63	4977
64	2319
65	3647
66	4978
67	2318
68	4979
69	4990
70	3660
71	4991
72	3661
73	4992
74	3662
75	4993
76	2331
77	2330
78	2328
79	2326
80	2325
81	2324
82	2323
83	2322
84	2321
85	3652
86	4983
87	3653
88	4984
89	3654
90	4985
91	3655
92	3656
93	4987
94	3657
95	4988
96	3658
97	4989
98	2329
99	3659
100	3670
101	3672
102	3673
103	1011
104	2342
105	1010
106	2341
107	2340
108	1008
109	2339
110	1007
111	2338
112	1006
113	2337
114	1005
115	2336
116	1004
117	2335
118	1003
119	2334
120	1002
121	2333
122	1001
123	2332
124	3663
125	4994
126	3664
127	4995
128	3665
129	4996
130	4997
131	3667
132	4998
133	3668
134	4999
135	3669
136	1009
137	3680
138	3681
139	3682
140	3683
141	3684
142	2353
143	1021
144	2352
145	1020
146	2351
147	2350
148	1019
149	1018
150	2349
151	1017
152	2348
153	1016
154	2347
155	1015
156	2346
157	1014
158	2345
159	1013
160	2344
161	1012
162	2343
163	3674
164	3675
165	3677
166	3678
167	3679
168	3690
169	3691
170	3692
171	3693
172	3694
173	3695
174	1033
175	2364
176	1032
177	2363
178	1031
179	2362
180	1030
181	2361
182	2360
183	1029
184	2359
185	1027
186	1026
187	2357
188	2356
189	2355
190	1023
191	2354
192	3685
193	3686
194	3687
195	3688
196	3689
197	2375
198	1043
199	2374
200	1042
201	2373
202	1041
203	2372
204	1040
205	1038
206	2369
207	1037
208	2367
209	1035
210	2366
211	1034
212	3696
213	3697
214	3698
215	1055
216	2386
217	1054
218	2385
219	1053
220	1052
221	1051
222	2382
223	1050
224	2381
225	2380
226	1049
227	1048
228	2379
229	1047
230	2378
231	1046
232	2377
233	1045
234	2376
235	1066
236	2397
237	1065
238	2396
239	1064
240	2395
241	1063
242	2394
243	1062
244	2393
245	1061
246	2392
247	1060
248	2391
249	11108
250	11107
251	12438
252	12439
253	11109
254	1059
255	1058
256	2389
257	1057
258	2388
259	1056
260	2387
261	12432
262	11100
263	12433
264	12430
265	11102
266	11101
267	12431
268	11104
269	11103
270	12437
271	12434
272	11106
273	11105
274	12435
275	12440
276	1077
277	1076
278	1075
279	1074
280	1073
281	1072
282	1071
283	1070
284	11119
285	11118
286	12449
287	1069
288	1068
289	2399
290	1067
291	2398
292	12443
293	11111
294	11110
295	12444
296	12441
297	11113
298	12442
299	11112
300	12447
301	11115
302	12448
303	11114
304	11117
305	12445
306	12446
307	11116
308	1080
309	1088
310	1087
311	1086
312	1085
313	1084
314	1083
315	1082
316	1081
317	12418
318	12419
319	12416
320	12417
321	1079
322	1078
323	12410
324	12411
325	12414
326	12415
327	12412
328	12413
329	1091
330	1090
331	1099
332	1098
333	1097
334	1096
335	1095
336	1094
337	1093
338	1092
339	12429
340	12427
341	12428
342	12421
343	12422
344	12420
345	12425
346	12426
347	12423
348	12424
349	12407
350	12408
351	12405
352	12406
353	12409
354	12400
355	12403
356	12404
357	12401
358	12402
359	12391
360	12392
361	11061
362	11060
363	12390
364	11063
365	12395
366	11062
367	12396
368	12393
369	11065
370	12394
371	11064
372	11067
373	12399
374	11066
375	12397
376	11069
377	12398
378	11068
379	11070
380	11072
381	11071
382	11074
383	11073
384	11076
385	11075
386	11078
387	11077
388	11079
389	12370
390	12373
391	11041
392	12374
393	11040
394	12371
395	11043
396	11042
397	12372
398	12377
399	11045
400	12378
401	11044
402	11047
403	12375
404	12376
405	11046
406	11049
407	11048
408	12379
409	12380
410	12381
411	11050
412	11052
413	12384
414	11051
415	12385
416	11054
417	12382
418	11053
419	12383
420	12388
421	11056
422	11055
423	12389
424	11058
425	12386
426	11057
427	12387
428	11059
429	12351
430	12352
431	11021
432	11020
433	12350
434	11023
435	12355
436	12356
437	11022
438	11025
439	12353
440	12354
441	11024
442	11027
443	12359
444	11026
445	12357
446	11029
447	11028
448	12358
449	11030
450	12362
451	12363
452	12360
453	11032
454	11031
455	12361
456	12366
457	11034
458	12367
459	11033
460	12364
461	11036
462	12365
463	11035
464	11038
465	11037
466	12368
467	11039
468	12369
469	12330
470	11009
471	11008
472	12339
473	11001
474	12333
475	12334
476	11000
477	12331
478	11003
479	11002
480	12332
481	12337
482	11005
483	12338
484	11004
485	12335
486	11007
487	12336
488	11006
489	12340
490	12341
491	11010
492	11019
493	11012
494	12344
495	12345
496	11011
497	12342
498	11014
499	12343
500	11013
501	12348
502	11016
503	12349
504	11015
505	12346
506	11018
507	12347
508	11017
509	3704
510	3706
511	3707
512	3708
513	3709
514	3700
515	3701
516	3703
517	3715
518	3716
519	3717
520	3718
521	3719
522	3710
523	3711
524	3712
525	3714
526	3726
527	3727
528	3728
529	3729
530	3720
531	3721
532	3722
533	3723
534	3724
535	3725
536	11081
537	11080
538	11083
539	11082
540	11085
541	11084
542	11087
543	11086
544	2405
545	3737
546	2404
547	3738
548	2403
549	3739
550	2402
551	2401
552	2400
553	11089
554	11088
555	3730
556	3731
557	2409
558	3733
559	2408
560	3734
561	2407
562	3735
563	2406
564	3736
565	11092
566	11091
567	11094
568	11093
569	11096
570	11095
571	11098
572	11097
573	3750
574	11090
575	2416
576	3748
577	2415
578	3749
579	2414
580	2413
581	2412
582	2411
583	2410
584	3740
585	11099
586	3741
587	3742
588	3743
589	3744
590	2419
591	3745
592	2418
593	3746
594	2417
595	3747
596	3760
597	2430
598	2427
599	3759
600	2426
601	2425
602	2424
603	2423
604	2422
605	2421
606	2420
607	3751
608	3752
609	3753
610	3754
611	3755
612	3756
613	2429
614	3757
615	3758
616	3770
617	3771
618	3772
619	1110
620	2441
621	2440
622	1107
623	2438
624	1106
625	2437
626	1105
627	2436
628	1104
629	2435
630	1102
631	2433
632	1101
633	1100
634	2431
635	3762
636	3763
637	3764
638	3765
639	3766
640	3767
641	1109
642	3768
643	1108
644	2439
645	3780
646	3781
647	3782
648	3783
649	1121
650	1120
651	2451
652	1118
653	2449
654	1117
655	2448
656	1116
657	2447
658	1115
659	2446
660	1114
661	2445
662	1113
663	2444
664	1112
665	2443
666	1111
667	2442
668	3773
669	3774
670	3775
671	3776
672	3778
673	3779
674	1119
675	3790
676	3791
677	3792
678	3793
679	3794
680	1132
681	2463
682	1131
683	1130
684	2461
685	2460
686	1129
687	1128
688	2459
689	1127
690	2458
691	1126
692	2457
693	1125
694	2456
695	1124
696	2455
697	1123
698	2454
699	1122
700	2453
701	3784
702	3786
703	3787
704	3788
705	3789
706	1143
707	2474
708	1142
709	2473
710	1141
711	2472
712	2471
713	1139
714	1138
715	2469
716	1137
717	2468
718	1136
719	2467
720	1135
721	2466
722	2465
723	1133
724	2464
725	3795
726	3796
727	3797
728	3798
729	3799
730	1154
731	2485
732	2484
733	1152
734	2483
735	1151
736	2482
737	1150
738	2480
739	1149
740	1148
741	1147
742	2478
743	1146
744	1145
745	2476
746	1144
747	2475
748	1165
749	2496
750	1164
751	2495
752	1163
753	2494
754	1162
755	2493
756	1161
757	2492
758	1160
759	2491
760	2490
761	1159
762	1158
763	2489
764	1157
765	2488
766	1155
767	2486
768	1176
769	1175
770	1173
771	1172
772	1171
773	1170
774	1169
775	1168
776	2499
777	1167
778	2498
779	1166
780	2497
781	12550
782	1187
783	1186
784	1185
785	1183
786	1182
787	1181
788	1180
789	11229
790	11228
791	12559
792	1179
793	1178
794	1177
795	11221
796	12553
797	12554
798	11220
799	11223
800	12551
801	11222
802	12552
803	12557
804	11225
805	12558
806	11224
807	11227
808	12555
809	12556
810	11226
811	1190
812	12560
813	12561
814	11230
815	1196
816	1195
817	1194
818	1193
819	1192
820	1191
821	11239
822	1189
823	1188
824	12564
825	11232
826	11231
827	12565
828	11234
829	12562
830	12563
831	11233
832	12568
833	11236
834	12569
835	11235
836	12566
837	11238
838	11237
839	12567
840	11207
841	12539
842	11206
843	11209
844	12537
845	11208
846	12538
847	1199
848	12531
849	12532
850	11201
851	12530
852	11200
853	11203
854	12535
855	11202
856	12536
857	11205
858	12533
859	11204
860	12534
861	11218
862	11217
863	12548
864	11219
865	12549
866	11210
867	12542
868	12543
869	11212
870	12540
871	12541
872	11211
873	11214
874	12546
875	12547
876	11213
877	11216
878	12544
879	11215
880	12545
881	12517
882	12518
883	12515
884	12516
885	12519
886	12510
887	12513
888	12514
889	12511
890	12512
891	12528
892	12529
893	12526
894	12527
895	12520
896	12521
897	12524
898	12525
899	12522
900	12523
901	12506
902	12507
903	12504
904	12505
905	12508
906	12509
907	12502
908	12503
909	12500
910	12501
911	11180
912	11182
913	11181
914	11184
915	11183
916	11186
917	11185
918	11188
919	11187
920	11189
921	10
922	11
923	11191
