9251	http://dbpedia.org/resource/Category:Films_directed_by_Ted_Post
9252	http://dbpedia.org/resource/Category:Biographical_films_about_musicians
9253	http://dbpedia.org/resource/Category:Irish_crime_films
9254	http://dbpedia.org/resource/Category:Australian_drama_films
9255	http://dbpedia.org/resource/Jo_Duffy
9256	http://dbpedia.org/resource/Kathleen_Kennedy_(film_producer)
9257	http://dbpedia.org/resource/Frank_Oz
9258	http://dbpedia.org/resource/Category:1994_films
9259	http://dbpedia.org/resource/Karen_Sprecher
9260	http://dbpedia.org/resource/Category:Films_shot_in_South_Carolina
9261	http://dbpedia.org/resource/George_Gaynes
9262	http://dbpedia.org/resource/Category:Yakuza_films
9263	http://dbpedia.org/resource/Category:Universal_Pictures_films
9264	http://dbpedia.org/resource/Robert_De_Niro
9265	http://dbpedia.org/resource/Vivian_Wu
9266	http://dbpedia.org/resource/Category:Films_shot_in_Toronto
9267	http://dbpedia.org/resource/Category:Treasure_hunt_films
9268	http://dbpedia.org/resource/Category:British_drama_films
9269	http://dbpedia.org/resource/Edward_Huebsch
9270	http://dbpedia.org/resource/Swoosie_Kurtz
9271	http://dbpedia.org/resource/John_Bloom_(film_editor)
9272	http://dbpedia.org/resource/Category:Films_set_in_Mumbai
9273	http://dbpedia.org/resource/Category:1990s_drama_films
9274	http://dbpedia.org/resource/Shinya_Tsukamoto
9275	http://dbpedia.org/resource/Jean-Luc_Godard
9276	http://dbpedia.org/resource/Category:Paramount_Pictures_films
9277	http://dbpedia.org/resource/Category:American_screwball_comedy_films
9278	http://dbpedia.org/resource/Category:Films_using_computer-generated_imagery
9279	http://dbpedia.org/resource/Category:Haunted_house_films
9280	http://dbpedia.org/resource/Category:American_documentary_films
9281	http://dbpedia.org/resource/Robert_Krasker
9282	http://dbpedia.org/resource/Category:Caravan_Pictures_films
9283	http://dbpedia.org/resource/Jamie_Curtis
9284	http://dbpedia.org/resource/Category:American_thriller_films
9285	http://dbpedia.org/resource/Category:Triangle_Film_Corporation_films
9286	http://dbpedia.org/resource/Category:1990s_crime_thriller_films
9287	http://dbpedia.org/resource/Category:Films_shot_in_Los_Angeles,_California
9288	http://dbpedia.org/resource/Kerri_Green
9289	http://dbpedia.org/resource/Margaret_Booth
9290	http://dbpedia.org/resource/Category:American_political_drama_films
9291	http://dbpedia.org/resource/Jerry_Goldsmith
9292	http://dbpedia.org/resource/George_Carlin
9293	http://dbpedia.org/resource/Category:English-language_films
9294	http://dbpedia.org/resource/Category:American_films
9295	http://dbpedia.org/resource/Category:Canadian_films
9296	http://dbpedia.org/resource/Frances_Fisher
9297	http://dbpedia.org/resource/Samuel_Hoffenstein
9298	http://dbpedia.org/resource/Category:American_disaster_films
9299	http://dbpedia.org/resource/Category:1997_films
9300	http://dbpedia.org/resource/Bob_Clark
9301	http://dbpedia.org/resource/Stanley_Kubrick
9302	http://dbpedia.org/resource/Category:Renaissance_Pictures_productions
9303	http://dbpedia.org/resource/Simon_Boswell
9304	http://dbpedia.org/resource/Scarlett_Johansson
9305	http://dbpedia.org/resource/David_Arnold
9306	http://dbpedia.org/resource/Hugh_Grant
9307	http://dbpedia.org/resource/Category:Golan-Globus_films
9308	http://dbpedia.org/resource/Category:Films_set_in_the_future
9309	http://dbpedia.org/resource/Category:Films_based_on_mystery_novels
9310	http://dbpedia.org/resource/Category:Films_directed_by_Keith_Gordon
9311	http://dbpedia.org/resource/James_A._Contner
9312	http://dbpedia.org/resource/Letty_Aronson
9313	http://dbpedia.org/resource/Judd_Nelson
9314	http://dbpedia.org/resource/Category:Bisexuality-related_films
9315	http://dbpedia.org/resource/Category:Films_set_in_Missouri
9316	http://dbpedia.org/resource/Category:Films_set_in_Washington,_D.C.
9317	http://dbpedia.org/resource/Category:Films_set_in_country_houses
9318	http://dbpedia.org/resource/Jeff_Bridges
9319	http://dbpedia.org/resource/Evan_Lurie
9320	http://dbpedia.org/resource/Harvey_Keitel
9321	http://dbpedia.org/resource/Category:War_epic_films
9322	http://dbpedia.org/resource/Category:1990s_comedy_films
9323	http://dbpedia.org/resource/Amy_Heckerling
9324	http://dbpedia.org/resource/Eddie_Foy,_Jr.
9325	http://dbpedia.org/resource/Category:1993_films
9326	http://dbpedia.org/resource/Category:1976_films
9327	http://dbpedia.org/resource/Ryuzo_Kikushima
9328	http://dbpedia.org/resource/Scott_Bakula
9329	http://dbpedia.org/resource/Category:American_comedy_films
9330	http://dbpedia.org/resource/Category:American_adventure_comedy_films
9331	http://dbpedia.org/resource/Category:Films_set_in_1990
9332	http://dbpedia.org/resource/Category:Films_produced_by_Danny_DeVito
9333	http://dbpedia.org/resource/Alfred_Hitchcock
9334	http://dbpedia.org/resource/Category:Sword_and_sorcery_films
9335	http://dbpedia.org/resource/James_L._Brooks
9336	http://dbpedia.org/resource/Category:2000_direct-to-video_films
9337	http://dbpedia.org/resource/Category:United_States_Navy_in_films
9338	http://dbpedia.org/resource/Category:Films_set_in_London
9339	http://dbpedia.org/resource/Category:British_films
9340	http://dbpedia.org/resource/Buddug_Williams
9341	http://dbpedia.org/resource/Category:Films_directed_by_Stephen_Hopkins
9342	http://dbpedia.org/resource/Category:Star_Trek_(film_franchise)
9343	http://dbpedia.org/resource/Tony_Bui
9344	http://dbpedia.org/resource/Category:Orion_Pictures_films
9345	http://dbpedia.org/resource/Category:Black-and-white_films
9346	http://dbpedia.org/resource/Category:2010s_short_films
9347	http://dbpedia.org/resource/Leonard_Rosenman
9348	http://dbpedia.org/resource/Maureen_O'Hara
9349	http://dbpedia.org/resource/Bebe_Neuwirth
9350	http://dbpedia.org/resource/Category:Italian_films
9351	http://dbpedia.org/resource/Jeffrey_Klein
9352	http://dbpedia.org/resource/Meryl_Streep
9353	http://dbpedia.org/resource/Category:Films_shot_in_California
9354	http://dbpedia.org/resource/Category:1990s_crime_films
9355	http://dbpedia.org/resource/Category:Mafia_comedies
9356	http://dbpedia.org/resource/John_Heard_(actor)
9357	http://dbpedia.org/resource/Category:Films_based_on_actual_events
9358	http://dbpedia.org/resource/Category:American_LGBT-related_films
9359	http://dbpedia.org/resource/Tak_Fujimoto
9360	http://dbpedia.org/resource/Category:Films_shot_in_Houston,_Texas
9361	http://dbpedia.org/resource/Category:Films_about_snakes
9362	http://dbpedia.org/resource/Arnon_Milchan
9363	http://dbpedia.org/resource/Steve_Miner
9364	http://dbpedia.org/resource/Clyde_Bruckman
9365	http://dbpedia.org/resource/Category:Films_based_on_novels
9366	http://dbpedia.org/resource/Category:Danish_films
9367	http://dbpedia.org/resource/Category:Films_set_in_1978
9368	http://dbpedia.org/resource/Neil_Simon
9369	http://dbpedia.org/resource/Category:The_Texas_Chainsaw_Massacre
9370	http://dbpedia.org/resource/Julia_Roberts
9371	http://dbpedia.org/resource/Matt_Reeves
9372	http://dbpedia.org/resource/Blake_Edwards
9373	http://dbpedia.org/resource/Jay_Underwood
9374	http://dbpedia.org/resource/Category:Documentary_films_about_Star_Trek
9375	http://dbpedia.org/resource/Category:Jupiter's_moons_in_fiction
9376	http://dbpedia.org/resource/Category:Miramax_Films_films
9377	http://dbpedia.org/resource/Zelda_Rubinstein
9378	http://dbpedia.org/resource/Category:American_comedy-drama_films
9379	http://dbpedia.org/resource/Brian_Easdale
9380	http://dbpedia.org/resource/Category:American_parody_films
9381	http://dbpedia.org/resource/Kirsten_Dunst
9382	http://dbpedia.org/resource/Category:1980s_comedy_films
9383	http://dbpedia.org/resource/Category:Time_loop_films
9384	http://dbpedia.org/resource/Category:Film_scores_by_Jerry_Goldsmith
9385	http://dbpedia.org/resource/Category:British_horror_films
9386	http://dbpedia.org/resource/Anthony_B._Richmond
9387	http://dbpedia.org/resource/Nelly_Quettier
9388	http://dbpedia.org/resource/Category:Road_movies
9389	http://dbpedia.org/resource/Category:Warner_Bros._films
9390	http://dbpedia.org/resource/Jim_Thomas_(screenwriter)
9391	http://dbpedia.org/resource/Category:Films_directed_by_Joe_Dante
9392	http://dbpedia.org/resource/Kermit_the_Frog
9393	http://dbpedia.org/resource/Category:1995_films
9394	http://dbpedia.org/resource/Category:20th_Century_Fox_films
9395	http://dbpedia.org/resource/Karl_Freund
9396	http://dbpedia.org/resource/Max_von_Sydow
9397	http://dbpedia.org/resource/Category:World_War_III_speculative_fiction
9398	http://dbpedia.org/resource/Category:1990s_comedy-drama_films
9399	http://dbpedia.org/resource/Chuck_Pfarrer
9400	http://dbpedia.org/resource/Category:Films_based_on_Hamlet
9401	http://dbpedia.org/resource/Category:Films_directed_by_Vincenzo_Natali
9402	http://dbpedia.org/resource/James_Newton_Howard
9403	http://dbpedia.org/resource/Category:Sherlock_Holmes_films
9404	http://dbpedia.org/resource/Category:Films_directed_by_Alfred_Hitchcock
9405	http://dbpedia.org/resource/Category:American_romantic_comedy_films
9406	http://dbpedia.org/resource/Andie_MacDowell
9407	http://dbpedia.org/resource/Category:American_comedy_horror_films
9408	http://dbpedia.org/resource/Category:1965_films
9409	http://dbpedia.org/resource/Category:Best_Picture_Academy_Award_winners
9410	http://dbpedia.org/resource/Category:2012_films
9411	http://dbpedia.org/resource/Julia_Stiles
9412	http://dbpedia.org/resource/Category:Epic_films
9413	http://dbpedia.org/resource/Category:American_science_fiction_action_films
9414	http://dbpedia.org/resource/Category:Columbia_Pictures_films
9415	http://dbpedia.org/resource/Frank_Churchill
9416	http://dbpedia.org/resource/Michael_Ballhaus
9417	http://dbpedia.org/resource/Hans_Zimmer
9418	http://dbpedia.org/resource/Category:Films_about_music_and_musicians
9419	http://dbpedia.org/resource/Category:Film_scores_by_Quincy_Jones
9420	http://dbpedia.org/resource/Category:Directorial_debut_films
9421	http://dbpedia.org/resource/Oliver_Platt
9422	http://dbpedia.org/resource/David_Weisbart
9423	http://dbpedia.org/resource/Peter_Jackson
9424	http://dbpedia.org/resource/Denise_Richards
9425	http://dbpedia.org/resource/Category:Screenplays_by_Curt_Siodmak
9426	http://dbpedia.org/resource/Category:American_children's_films
9427	http://dbpedia.org/resource/Daria_Nicolodi
9428	http://dbpedia.org/resource/Terje_Kristiansen
9429	http://dbpedia.org/resource/Category:Films_set_in_the_United_States
9430	http://dbpedia.org/resource/Billy_Bletcher
9431	http://dbpedia.org/resource/Category:Films_set_in_Wyoming
9432	http://dbpedia.org/resource/Richard_Dreyfuss
9433	http://dbpedia.org/resource/Category:Genetic_engineering_in_fiction
9434	http://dbpedia.org/resource/Michael_Rooker
9435	http://dbpedia.org/resource/Noriaki_Kikumura
9436	http://dbpedia.org/resource/Category:Film4_Productions_films
9437	http://dbpedia.org/resource/Category:Space_adventure_films
9438	http://dbpedia.org/resource/Donald_Peterman
9439	http://dbpedia.org/resource/Category:1996_films
9440	http://dbpedia.org/resource/Kevin_Costner
9441	http://dbpedia.org/resource/Category:Films_set_in_1921
9442	http://dbpedia.org/resource/Category:1992_plays
9443	http://dbpedia.org/resource/Juliette_Mayniel
9444	http://dbpedia.org/resource/Category:New_Line_Cinema_films
9445	http://dbpedia.org/resource/Graeme_Revell
9446	http://dbpedia.org/resource/Hal_Hartley
9447	http://dbpedia.org/resource/Category:James_Bond_films
9448	http://dbpedia.org/resource/Category:Films_directed_by_Tommy_O'Haver
9449	http://dbpedia.org/resource/Bojan_Bazelli
9450	http://dbpedia.org/resource/Category:Film_scores_by_Ennio_Morricone
9451	http://dbpedia.org/resource/Jan_de_Bont
9452	http://dbpedia.org/resource/George_P._Cosmatos
9453	http://dbpedia.org/resource/Category:1982_films
9454	http://dbpedia.org/resource/Category:Republic_Pictures_films
9455	http://dbpedia.org/resource/Category:1990s_action_thriller_films
9456	http://dbpedia.org/resource/Steve_James_(producer)
9457	http://dbpedia.org/resource/Category:American_coming-of-age_films
9458	http://dbpedia.org/resource/Category:Buddy_films
9459	http://dbpedia.org/resource/Category:Films_shot_in_Arizona
9460	http://dbpedia.org/resource/James_G._Robinson
9461	http://dbpedia.org/resource/The_Razor's_Edge
9462	http://dbpedia.org/resource/Category:Films_about_drugs
9463	http://dbpedia.org/resource/Louis_Malle
9464	http://dbpedia.org/resource/Jean-Louis_Barrault
9465	http://dbpedia.org/resource/Category:Films_based_on_works_by_Elmore_Leonard
9466	http://dbpedia.org/resource/Hume_Cronyn
