0	2078	0.5307491
0	2089	0.2118034
0	2049	0.12171613
0	2067	0.0
1	2101	0.0
2	2148	0.39684898
2	2156	0.0
2	2175	0.0
3	2208	1.1721177
3	2223	0.92427707
3	2211	0.5914591
3	2229	0.0
4	2071	0.06666667
4	2270	0.06131393
4	2277	0.0
5	2285	0.7293424
5	2317	0.30304575
6	2305	0.20967245
6	2282	0.07751967
6	2358	0.0
7	2402	0.0
7	2384	0.0
8	2426	1.513214
8	2422	1.25182
8	2421	0.77684355
8	2424	0.6907214
8	2423	0.48113626
8	2153	0.28798345
8	2441	0.1508592
8	2448	0.0
8	2438	0.0
8	2434	0.0
9	2451	1.0842515
9	2323	1.0228277
9	2343	0.0
9	2465	0.0
9	2462	0.0
10	2371	1.1827885
10	2185	0.20019174
10	2480	0.0
10	2338	0.0
10	2066	0.0
10	2498	0.0
11	2319	0.06622662
11	2520	0.057353932
11	2527	0.0
11	2061	0.0
11	2167	0.0
11	2492	0.0
11	2529	0.0
11	2523	0.0
13	2593	0.22788727
13	2212	0.18257418
14	2632	0.0
14	2654	0.0
15	2083	0.4209988
15	2681	0.2309401
15	2492	0.1632993
15	2522	0.10767638
15	2693	0.0
15	2061	0.0
15	2677	0.0
16	2505	0.7297441
16	2729	0.3791844
16	2719	0.0
16	2708	0.0
17	2742	0.0
17	2763	0.0
18	2675	2.0
18	2061	2.0
18	2783	2.0
18	2654	2.0
18	2695	0.43637314
19	2821	10.0
19	2803	10.0
19	2802	10.0
19	2801	10.0
19	2830	0.50521
20	2870	4.0
20	2505	0.6755185
20	2852	0.5533197
20	2593	0.054554474
20	2414	0.0
21	2223	0.1490712
21	2282	0.03928371
21	2431	0.0
21	2061	0.0
22	2049	0.032530002
22	2283	0.0
23	2935	1.0822916
23	2933	1.012073
23	2942	0.40089184
23	2944	0.23570226
23	2936	0.0
24	2683	0.0
24	2061	0.0
24	2045	0.0
24	2982	0.0
24	2978	0.0
24	2968	0.0
24	2976	0.0
25	3019	2.4425516
25	3020	0.25546592
25	3002	0.0
26	2294	2.0
27	3043	1.0
27	2283	1.0
27	2315	0.4822853
27	2459	0.35032085
27	2449	0.29035914
27	2957	0.19069251
27	3042	0.0
28	2963	1.0
28	2027	0.4912023
29	3080	3.0
29	3097	3.0
29	2527	3.0
29	2197	3.0
29	3082	3.0
29	2412	3.0
29	2441	0.22028384
29	3086	0.20597106
29	2149	0.060858063
30	3107	11.0
30	3121	11.0
30	3104	11.0
30	2412	11.0
30	3123	0.17702074
30	3100	0.12812924
31	2053	0.3627381
31	2214	0.14433756
32	2438	2.0
33	3176	9.0
33	2464	9.0
33	3177	1.7595975
33	3178	0.1825742
34	2559	15.0
34	3197	15.0
34	2151	15.0
34	3213	15.0
35	2082	0.0
35	2197	0.0
35	2673	0.0
35	2170	0.0
35	2360	0.0
35	3231	0.0
35	2184	0.0
35	2683	0.0
36	2945	2.0
37	3285	1.0
37	3297	1.0
37	3290	0.61583906
38	2919	1.9063473
38	3363	1.0
38	3328	1.0
39	3371	0.52248764
40	3390	0.45041916
40	2221	0.30704397
40	2224	0.0
40	2325	0.0
41	2412	2.0
41	3207	2.0
41	2700	0.7362882
41	2220	0.39312208
41	2209	0.0
42	2783	0.0
42	2793	0.0
42	2640	0.0
42	3427	0.0
42	2786	0.0
42	2343	0.0
42	3440	0.0
42	2294	0.0
43	2640	0.0
43	2793	0.0
44	3028	0.25274354
44	2176	0.0
44	2293	0.0
45	2942	0.40089184
45	2695	0.040422603
45	3460	0.0
45	2259	0.0
45	3461	0.0
45	2289	0.0
46	2293	1.0
46	3472	1.0
46	2035	0.4952871
46	3494	0.15618525
46	2304	0.086834066
47	2748	1.0
47	3081	1.0
47	2244	1.0
47	2505	0.9807391
47	2973	0.4497664
48	2950	2.0
48	2167	2.0
48	3514	2.0
49	3528	3.0
49	2796	3.0
49	2323	0.119522855
49	3272	0.07537784
50	2286	0.20385887
50	2083	0.048911598
50	2460	0.0
50	2304	0.0
51	2285	0.0
51	2354	0.0
51	2902	0.0
51	2286	0.0
51	2327	0.0
51	2784	0.0
51	2049	0.0
52	3622	0.0
52	3631	0.0
52	3623	0.0
53	3536	1.0
53	2848	0.31021845
53	2482	0.2115506
54	3669	2.0
54	3670	2.0
54	2880	0.35039496
55	2286	0.6294261
55	3449	0.4290399
55	2788	0.3056246
55	2296	0.0
55	2517	0.0
56	3525	1.0
56	2066	1.0
56	3704	0.18898223
56	2701	0.10101525
56	2050	0.057353932
57	3722	1.0
57	2097	1.0
57	2410	1.0
58	3758	2.0
58	2059	0.23335937
59	3792	1.0
59	3778	1.0
