0	2089	-8.131069
0	2078	-8.179079
0	2067	-8.446806
0	2049	-8.585204
1	2101	-8.4773245
2	2148	-8.106824
2	2175	-8.222733
2	2156	-8.253122
3	2211	-7.5802274
3	2223	-7.851336
3	2208	-7.8959823
3	2229	-7.9089303
4	2071	-7.59101
4	2270	-7.9424863
4	2277	-8.155404
5	2285	-7.903223
5	2317	-8.069995
6	2358	-8.014335
6	2305	-8.284704
6	2282	-8.401399
7	2384	-7.515593
7	2402	-8.032733
8	2441	-7.5029125
8	2153	-7.5810833
8	2421	-7.611741
8	2426	-7.7672453
8	2438	-7.8473616
9	2343	-7.160899
9	2323	-7.782523
9	2451	-8.21483
9	2462	-8.262546
9	2465	-8.538877
10	2480	-7.8122344
10	2338	-7.9704823
10	2066	-8.022983
10	2498	-8.222222
10	2371	-8.279041
11	2061	-7.503303
11	2527	-7.676524
11	2523	-7.797067
11	2520	-8.063847
11	2319	-8.071848
13	2212	-7.943025
13	2593	-8.173332
14	2632	-8.244156
14	2654	-8.519997
15	2061	-7.6222115
15	2083	-7.635826
15	2681	-8.02527
15	2522	-8.048525
15	2492	-8.125683
16	2729	-7.263489
16	2719	-7.709903
16	2505	-7.7898498
16	2708	-8.13495
17	2763	-7.21499
17	2742	-7.635831
18	2061	-7.427728
18	2675	-7.8230515
18	2783	-7.9094605
18	2654	-8.091798
18	2695	-8.222387
19	2802	-7.6234975
19	2830	-7.792089
19	2821	-7.978369
19	2801	-8.024833
19	2803	-8.084824
20	2870	-7.679927
20	2414	-7.888977
20	2852	-8.137066
20	2593	-8.18524
20	2505	-8.419849
21	2061	-7.491189
21	2223	-7.5325737
21	2282	-7.936138
21	2431	-8.187519
22	2049	-7.861704
22	2283	-8.352958
23	2933	-7.1079803
23	2942	-7.85938
23	2936	-7.96533
23	2935	-7.9678993
23	2944	-8.134142
24	2061	-7.49976
24	2982	-7.611457
24	2978	-7.727421
24	2976	-7.859621
24	2683	-8.002217
25	3020	-7.835106
25	3002	-8.125171
25	3019	-8.128963
26	2294	-7.5572095
27	2459	-7.43892
27	2315	-7.7849054
27	3043	-7.813025
27	2957	-7.9950085
27	2283	-8.025678
28	2027	-8.059438
28	2963	-8.525279
29	3086	-7.2702117
29	3082	-7.8595304
29	2441	-7.9163394
29	3097	-8.0665245
29	2149	-8.11086
30	3123	-7.8008766
30	2412	-7.8226786
30	3104	-8.074507
30	3100	-8.168825
30	3121	-8.246701
31	2214	-8.213339
31	2053	-8.533383
32	2438	-8.745545
33	2464	-7.9574327
33	3177	-7.96675
33	3176	-8.131601
33	3178	-8.550564
34	3197	-7.5757475
34	2151	-7.7408442
34	2559	-8.326424
34	3213	-8.642591
35	2683	-7.6179867
35	2360	-7.6658554
35	2170	-7.877986
35	3231	-7.9554467
35	2673	-8.04487
36	2945	-8.341944
37	3285	-7.769657
37	3297	-7.85559
37	3290	-7.984396
38	3363	-7.8877897
38	2919	-8.000879
38	3328	-8.11351
39	3371	-8.414091
40	3390	-8.043738
40	2221	-8.293339
40	2224	-8.303398
40	2325	-8.528283
41	2412	-7.89077
41	2220	-7.905713
41	2700	-7.937559
41	2209	-8.106386
41	3207	-8.124069
42	2793	-7.4618287
42	2343	-7.660499
42	2786	-7.7283425
42	2294	-7.819912
42	2783	-7.8200393
43	2640	-8.01958
43	2793	-8.126398
44	2176	-7.367264
44	2293	-7.432216
44	3028	-7.5123534
45	2289	-7.506046
45	3461	-7.819622
45	3460	-7.8574486
45	2942	-7.960766
45	2259	-7.9736266
46	2304	-7.7287307
46	3494	-7.833422
46	2293	-8.097193
46	3472	-8.325539
46	2035	-8.335966
47	2505	-7.1249967
47	2748	-7.6352544
47	2244	-7.670805
47	3081	-7.884646
47	2973	-8.573415
48	3514	-7.9909716
48	2167	-8.026045
48	2950	-8.172125
49	2796	-7.836928
49	2323	-8.048188
49	3272	-8.118213
49	3528	-8.27196
50	2286	-7.218046
50	2083	-7.5121093
50	2460	-7.657958
50	2304	-7.7043552
51	2902	-7.5446687
51	2784	-7.618409
51	2286	-7.6912756
51	2354	-7.8918886
51	2285	-7.964049
52	3623	-7.644788
52	3622	-7.9893594
52	3631	-8.114257
53	2482	-7.792377
53	3536	-7.8167977
53	2848	-8.30969
54	3670	-7.8680162
54	3669	-8.031393
54	2880	-8.080908
55	3449	-7.73983
55	2517	-7.846859
55	2296	-7.954183
55	2788	-7.9931293
55	2286	-8.129536
56	2050	-7.5389633
56	3525	-8.058745
56	2066	-8.155956
56	2701	-8.160999
56	3704	-8.250947
57	2097	-7.871567
57	2410	-8.194241
57	3722	-8.422793
58	2059	-7.624874
58	3758	-8.488083
59	2167	-7.7766714
59	3088	-7.783642
59	3792	-7.953091
59	3778	-8.217793
60	3797	-7.79838
60	3110	-7.8779697
60	2548	-7.9808846
60	3798	-7.9814906
60	3803	-8.08307
61	3830	-7.682994
61	3604	-7.7638144
61	2265	-7.782569
61	3824	-8.191516
61	2057	-8.265759
62	2492	-7.386017
62	2482	-7.7147703
62	2458	-7.8295712
62	3852	-8.056405
62	3865	-8.205996
63	3886	-7.663949
63	2997	-7.776735
63	2066	-7.943493
63	2062	-7.9535165
63	3018	-8.214973
64	2282	-7.6488223
64	3921	-7.7422028
64	2311	-7.8342867
64	2296	-7.9696636
64	2323	-7.971983
65	2603	-8.8081455
66	3397	-7.6045256
66	2845	-7.7375603
66	2506	-8.69776
67	3994	-7.4020333
67	2969	-7.907531
67	3526	-8.063926
67	3985	-8.1205015
68	2314	-7.457068
68	2285	-7.6648984
68	2904	-7.934295
68	4006	-7.935053
68	2327	-8.401335
69	2223	-7.6372833
69	2151	-7.767922
69	2076	-7.8155956
69	4011	-7.844692
69	3080	-8.45478
70	4039	-8.12456
70	2151	-8.343123
72	4096	-7.6979666
73	2149	-7.464913
73	3233	-7.6245427
73	3973	-7.816324
73	2224	-8.306209
73	2424	-8.49019
74	4157	-7.5188146
74	2148	-7.7258453
74	2597	-7.8727283
75	3034	-8.099799
75	2298	-8.260048
75	2462	-8.303636
75	2894	-8.4258175
76	4191	-7.591736
78	3728	-8.446352
79	3100	-8.233719
80	2908	-7.320643
80	2192	-7.7945137
80	4337	-8.362916
81	2506	-7.7599196
81	2852	-8.131794
81	2175	-8.180805
82	2816	-7.614721
82	2223	-7.8147635
82	4369	-7.9686217
83	2635	-7.5792637
83	2519	-8.306107
84	2217	-7.3791876
84	2624	-7.9600224
84	2198	-8.127646
84	2850	-8.193075
85	3663	-7.842071
85	3664	-8.106011
85	2681	-8.199436
85	4415	-8.540674
85	2492	-8.618561
86	4424	-7.5750103
86	4422	-8.385918
86	2224	-8.867853
