(6	13	10290)	(6	3	12024)	(4365	3	10290)	(4365	3	12024)
(6	13	10290)	(6	3	12024)	(15	3	10290)	(15	3	12024)
(6	13	10290)	(6	3	12024)	(1807	3	10290)	(1807	3	12024)
(6	13	10290)	(6	3	12024)	(1085	3	10290)	(1085	3	12024)
(6	13	10290)	(6	3	12024)	(7515	3	10290)	(7515	3	12024)
(6	13	10290)	(6	3	12024)	(11636	3	10290)	(11636	3	12024)
(6	13	10290)	(6	3	12024)	(9844	3	10290)	(9844	3	12024)
(6	13	10290)	(6	3	12024)	(163	3	10290)	(163	3	12024)
(6	13	10290)	(6	3	12024)	(6314	3	10290)	(6314	3	12024)
(6	13	10290)	(6	3	12024)	(4038	3	10290)	(4038	3	12024)
(6	13	10290)	(6	3	12024)	(11222	3	10290)	(11222	3	12024)
(6	13	10290)	(6	3	12024)	(7132	3	10290)	(7132	3	12024)
(6	13	10290)	(6	3	12024)	(240	3	10290)	(240	3	12024)
(6	13	10290)	(6	3	6303)	(15	3	10290)	(15	3	6303)
(6	13	10290)	(6	3	6303)	(1807	3	10290)	(1807	3	6303)
(6	13	10290)	(6	3	6303)	(564	3	10290)	(564	3	6303)
(6	13	10290)	(6	3	6303)	(11588	3	10290)	(11588	3	6303)
(6	13	10290)	(6	3	6303)	(7524	3	10290)	(7524	3	6303)
(6	13	10290)	(6	3	6303)	(11636	3	10290)	(11636	3	6303)
(6	13	10290)	(6	3	6303)	(1419	3	10290)	(1419	3	6303)
(6	13	10290)	(6	3	6303)	(4038	3	10290)	(4038	3	6303)
(6	13	10290)	(6	3	6303)	(11222	3	10290)	(11222	3	6303)
(6	13	30)	(6	3	12024)	(11426	3	30)	(11426	3	12024)
(6	13	30)	(6	3	6303)	(11550	3	30)	(11550	3	6303)
(6	13	30)	(6	3	6303)	(7266	3	30)	(7266	3	6303)
(6	13	30)	(6	3	6303)	(1125	3	30)	(1125	3	6303)
(6	13	30)	(6	3	6303)	(11426	3	30)	(11426	3	6303)
(6	13	30)	(6	3	6303)	(10446	3	30)	(10446	3	6303)
(6	13	30)	(6	3	6303)	(5600	3	30)	(5600	3	6303)
(8201	13	3473)	(8201	3	6303)	(12050	3	3473)	(12050	3	6303)
(8201	13	3473)	(8201	3	6303)	(2586	3	3473)	(2586	3	6303)
(8201	13	3473)	(8201	3	6303)	(11552	3	3473)	(11552	3	6303)
(8201	13	3473)	(8201	3	6303)	(11554	3	3473)	(11554	3	6303)
(8201	13	3473)	(8201	3	6303)	(12067	3	3473)	(12067	3	6303)
(8201	13	3473)	(8201	3	6303)	(12068	3	3473)	(12068	3	6303)
(8201	13	3473)	(8201	3	6303)	(11587	3	3473)	(11587	3	6303)
(8201	13	3473)	(8201	3	6303)	(2389	3	3473)	(2389	3	6303)
(8201	13	3473)	(8201	3	6303)	(9833	3	3473)	(9833	3	6303)
(8201	13	3473)	(8201	3	6303)	(6260	3	3473)	(6260	3	6303)
(8201	13	3473)	(8201	3	6303)	(1943	3	3473)	(1943	3	6303)
(8201	13	3473)	(8201	3	6303)	(7595	3	3473)	(7595	3	6303)
(8201	13	3473)	(8201	3	6303)	(1965	3	3473)	(1965	3	6303)
(8201	13	3473)	(8201	3	6303)	(11955	3	3473)	(11955	3	6303)
(8201	13	3473)	(8201	3	6303)	(11956	3	3473)	(11956	3	6303)
(8201	13	3473)	(8201	3	6303)	(2742	3	3473)	(2742	3	6303)
(8201	13	3473)	(8201	3	6303)	(11978	3	3473)	(11978	3	6303)
(8201	13	3473)	(8201	3	6303)	(10718	3	3473)	(10718	3	6303)
(8201	13	3473)	(8201	3	6303)	(10222	3	3473)	(10222	3	6303)
(8201	13	3473)	(8201	3	6303)	(10234	3	3473)	(10234	3	6303)
(8201	13	11021)	(8201	3	6303)	(1827	3	11021)	(1827	3	6303)
(8201	13	11021)	(8201	3	6303)	(1370	3	11021)	(1370	3	6303)
(8201	13	206)	(8201	3	6303)	(4689	3	206)	(4689	3	6303)
(8201	13	206)	(8201	3	6303)	(9892	3	206)	(9892	3	6303)
(15	13	10290)	(15	3	7120)	(6	3	10290)	(6	3	7120)
(15	13	10290)	(15	3	7120)	(4365	3	10290)	(4365	3	7120)
(15	13	10290)	(15	3	7120)	(1807	3	10290)	(1807	3	7120)
(15	13	10290)	(15	3	7120)	(564	3	10290)	(564	3	7120)
(15	13	10290)	(15	3	7120)	(1085	3	10290)	(1085	3	7120)
(15	13	10290)	(15	3	7120)	(319	3	10290)	(319	3	7120)
(15	13	10290)	(15	3	7120)	(11588	3	10290)	(11588	3	7120)
(15	13	10290)	(15	3	7120)	(7524	3	10290)	(7524	3	7120)
(15	13	10290)	(15	3	7120)	(9844	3	10290)	(9844	3	7120)
(15	13	10290)	(15	3	7120)	(163	3	10290)	(163	3	7120)
(15	13	10290)	(15	3	7120)	(6314	3	10290)	(6314	3	7120)
(15	13	10290)	(15	3	7120)	(4038	3	10290)	(4038	3	7120)
(15	13	10290)	(15	3	7120)	(11222	3	10290)	(11222	3	7120)
(15	13	10290)	(15	3	7120)	(8934	3	10290)	(8934	3	7120)
(15	13	10290)	(15	3	7120)	(240	3	10290)	(240	3	7120)
(15	13	10290)	(15	3	7313)	(6	3	10290)	(6	3	7313)
(15	13	10290)	(15	3	7313)	(4365	3	10290)	(4365	3	7313)
(15	13	10290)	(15	3	7313)	(1085	3	10290)	(1085	3	7313)
(15	13	10290)	(15	3	7313)	(319	3	10290)	(319	3	7313)
(15	13	10290)	(15	3	7313)	(11588	3	10290)	(11588	3	7313)
(15	13	10290)	(15	3	7313)	(7515	3	10290)	(7515	3	7313)
(15	13	10290)	(15	3	7313)	(9844	3	10290)	(9844	3	7313)
(15	13	10290)	(15	3	7313)	(163	3	10290)	(163	3	7313)
(15	13	10290)	(15	3	7313)	(6314	3	10290)	(6314	3	7313)
(15	13	10290)	(15	3	7313)	(7132	3	10290)	(7132	3	7313)
(15	13	10290)	(15	3	7313)	(8934	3	10290)	(8934	3	7313)
(15	13	10290)	(15	3	7313)	(240	3	10290)	(240	3	7313)
(15	13	10290)	(15	3	7736)	(6	3	10290)	(6	3	7736)
(15	13	10290)	(15	3	7736)	(1807	3	10290)	(1807	3	7736)
(15	13	10290)	(15	3	7736)	(1085	3	10290)	(1085	3	7736)
(15	13	10290)	(15	3	7736)	(11588	3	10290)	(11588	3	7736)
(15	13	10290)	(15	3	7736)	(7515	3	10290)	(7515	3	7736)
(15	13	10290)	(15	3	7736)	(7524	3	10290)	(7524	3	7736)
(15	13	10290)	(15	3	7736)	(11636	3	10290)	(11636	3	7736)
(15	13	10290)	(15	3	7736)	(9844	3	10290)	(9844	3	7736)
(15	13	10290)	(15	3	7736)	(1419	3	10290)	(1419	3	7736)
(15	13	10290)	(15	3	7736)	(163	3	10290)	(163	3	7736)
(15	13	10290)	(15	3	7736)	(6314	3	10290)	(6314	3	7736)
(15	13	10290)	(15	3	7736)	(4038	3	10290)	(4038	3	7736)
(15	13	10290)	(15	3	7736)	(11222	3	10290)	(11222	3	7736)
(15	13	10290)	(15	3	7736)	(7132	3	10290)	(7132	3	7736)
(15	13	10290)	(15	3	7736)	(8934	3	10290)	(8934	3	7736)
(15	13	10290)	(15	3	7736)	(240	3	10290)	(240	3	7736)
(15	13	11028)	(15	3	7120)	(9566	3	11028)	(9566	3	7120)
(15	13	11028)	(15	3	7120)	(11441	3	11028)	(11441	3	7120)
(15	13	11028)	(15	3	7120)	(10968	3	11028)	(10968	3	7120)
(15	13	11028)	(15	3	7120)	(10976	3	11028)	(10976	3	7120)
(15	13	11028)	(15	3	7313)	(11441	3	11028)	(11441	3	7313)
(15	13	11028)	(15	3	7313)	(3027	3	11028)	(3027	3	7313)
(15	13	11028)	(15	3	7313)	(10968	3	11028)	(10968	3	7313)
(15	13	11028)	(15	3	7736)	(11441	3	11028)	(11441	3	7736)
(15	13	11021)	(15	3	7120)	(8201	3	11021)	(8201	3	7120)
