0	6562	18.57055
0	6977	14.748088
0	7642	11.110009
0	8208	8.56194
0	6604	6.2903028
1	7642	19.627481
1	7964	12.228421
1	7310	11.166421
1	6437	10.996605
1	6557	10.767442
2	6267	18.901375
2	6990	17.886518
2	6558	7.916622
2	7578	6.5645986
2	7072	5.745893
3	7642	28.131746
3	8426	14.162401
3	7571	13.10246
3	8845	0.49029034
3	6042	-inf
4	7865	10.871721
4	7928	8.342217
4	8474	6.8094935
4	8794	6.7132087
4	8540	6.1513534
5	6562	6.2199845
5	6857	5.4938965
5	7974	3.5317283
5	7711	3.2892525
5	7275	3.1045368
6	8122	54.842857
6	6134	44.650295
6	7310	41.376778
6	8558	16.047771
6	6044	15.598217
7	7281	12.841981
7	7867	12.670712
7	8474	11.395376
7	7909	10.413661
7	7371	10.138161
8	6560	55.4335
8	8270	50.40175
8	7386	39.87405
8	6437	36.666004
8	8434	32.14456
9	6352	98.16979
9	6777	97.97467
9	6556	89.21641
9	6316	79.96613
9	6771	74.03212
10	8434	10.008085
10	7434	9.639614
10	6084	7.624208
10	8308	7.5647154
10	7402	7.277896
11	6730	11.697784
11	6560	7.326216
11	6978	3.2935872
11	7071	0.74504924
11	6044	-inf
12	6267	82.71707
12	6459	51.320942
12	6560	42.17589
12	7281	40.774937
12	8613	23.740095
13	8270	7.0999136
13	8469	5.9466434
13	8434	3.1461244
13	8123	1.4403896
13	8191	-inf
14	6134	52.84892
14	6560	52.19169
14	6437	43.837643
14	6296	36.647858
14	7386	35.265987
15	8207	3.6231003
15	8613	3.3285277
15	8129	2.4683335
15	7960	1.1139936
15	8219	0.69405127
16	8122	110.09164
16	7039	84.37341
16	7127	70.9175
16	6560	68.800964
16	8270	67.77078
17	6990	37.86389
17	6556	36.692364
17	6777	36.263496
17	7059	31.152102
17	7692	29.883917
18	6557	67.19441
18	7642	65.91087
18	6437	61.27107
18	6977	59.309017
18	6459	59.240814
19	6134	23.146305
19	8936	17.372967
19	7248	7.7203584
19	7543	4.683669
19	6103	3.7517548
20	7928	2.8719368
20	8460	1.2763498
20	7633	0.28626937
20	9043	0.16012815
20	9245	-inf
21	8469	25.757448
21	6134	22.071844
21	8297	21.955887
21	7059	21.784683
21	8400	17.93401
22	6993	58.090298
22	7281	50.04637
22	6070	44.538673
22	8848	35.565914
22	7285	29.471167
23	8353	65.3581
23	7964	59.768288
23	6316	59.66352
23	8297	52.5605
23	6992	38.063015
24	7113	29.967333
24	7127	28.139187
24	9085	17.480804
24	8976	15.928758
24	7257	14.1913805
25	6555	2.946765
25	7578	2.407143
25	8297	2.3986254
25	6636	2.158613
25	8240	2.0016627
26	7315	38.33025
26	6267	28.447897
26	6984	22.915787
26	6941	21.184053
26	6783	15.991136
27	7964	31.478241
27	6560	24.591051
27	6267	24.210299
27	6978	19.261345
27	7034	18.336748
28	6993	36.61754
28	7616	30.83047
28	6345	19.864721
28	8897	19.505354
28	8428	19.101048
29	8353	54.489136
29	8469	26.625683
29	6916	15.124658
29	9213	5.972491
29	8010	1.88294
30	7039	15.253431
30	7009	9.186894
30	7616	7.0166
30	8184	6.0512743
30	7876	4.8898587
31	6087	6.149026
31	6070	2.4881213
31	8400	2.3981273
31	6454	1.4774039
31	6271	0.9858649
32	6998	87.89373
32	6504	84.455246
32	6134	79.1733
32	6996	77.46205
32	6771	76.61936
33	7075	25.047537
33	8353	20.707712
33	6977	20.270777
33	8232	16.451979
33	8308	13.553182
34	7019	13.48258
34	6812	12.600164
34	8353	11.797463
34	6765	9.087934
34	7056	8.29076
35	6557	245.71283
35	8270	217.13824
35	8936	157.27092
35	6370	146.64438
35	7584	138.36334
36	7394	10.392278
36	8198	10.2731695
